"age"	"workclass"	"education"	"educationNum"	"maritalStatus"	"occupation"	"relationship"	"race"	"sex"	"nativeCountry"
34	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	"United-States"
40	"Local-gov"	"Assoc-acdm"	12	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
49	"Local-gov"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
86	"Private"	"Masters"	14	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
49	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
43	"Self-emp-not-inc"	"11th"	7	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	"United-States"
47	"Private"	"Some-college"	10	"Married-spouse-absent"	"Exec-managerial"	"Unmarried"	"White"	"Female"	"Puerto-Rico"
32	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
30	"Self-emp-not-inc"	"Assoc-voc"	11	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
25	"Local-gov"	"HS-grad"	9	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	"United-States"
42	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
60	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
46	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
39	"Local-gov"	"Some-college"	10	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
28	"Private"	"Assoc-acdm"	12	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
26	"Private"	"10th"	6	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"Puerto-Rico"
27	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
59	"Private"	"Some-college"	10	"Divorced"	"Prof-specialty"	"Unmarried"	"White"	"Male"	"United-States"
64	"State-gov"	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
90	"Self-emp-not-inc"	"HS-grad"	9	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
51	"Private"	"Some-college"	10	"Divorced"	"Sales"	"Not-in-family"	"White"	"Female"	"United-States"
36	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
39	"Private"	"7th-8th"	4	"Married-spouse-absent"	"Machine-op-inspct"	"Unmarried"	"Other"	"Female"	"Dominican-Republic"
47	"Self-emp-not-inc"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
32	"Private"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
24	"Private"	"Assoc-acdm"	12	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	"United-States"
23	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Own-child"	"White"	"Male"	"United-States"
62	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
35	"Self-emp-not-inc"	"Bachelors"	13	"Separated"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
27	"Private"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"Asian-Pac-Islander"	"Male"	"United-States"
49	"Private"	"Some-college"	10	"Divorced"	"Machine-op-inspct"	"Not-in-family"	"White"	"Female"	"United-States"
18	"Private"	"10th"	6	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
19	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"United-States"
63	"Self-emp-inc"	"Assoc-acdm"	12	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
54	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Wife"	"Black"	"Female"	"United-States"
24	"Private"	"Some-college"	10	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
61	"Private"	"10th"	6	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
50	"Self-emp-inc"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
21	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Male"	"United-States"
38	"Self-emp-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
30	"Private"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Other-relative"	"White"	"Male"	"United-States"
22	"Private"	"HS-grad"	9	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	"United-States"
33	"Private"	"Some-college"	10	"Divorced"	"Adm-clerical"	"Not-in-family"	"Asian-Pac-Islander"	"Female"	"United-States"
39	"Local-gov"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
42	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
42	"Local-gov"	"Bachelors"	13	"Divorced"	"Transport-moving"	"Not-in-family"	"White"	"Male"	"United-States"
29	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
35	"Private"	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
23	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"United-States"
28	"Private"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Amer-Indian-Eskimo"	"Male"	"United-States"
34	"Private"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
40	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Not-in-family"	"Black"	"Female"	"United-States"
67	"Self-emp-not-inc"	"HS-grad"	9	"Widowed"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
49	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
34	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
26	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Own-child"	"White"	"Male"	"United-States"
25	"Private"	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Male"	"United-States"
40	"Private"	"Some-college"	10	"Divorced"	"Exec-managerial"	"Unmarried"	"White"	"Female"	"United-States"
56	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
35	"Self-emp-inc"	"Assoc-acdm"	12	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
54	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
25	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
28	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
31	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
45	"Private"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
52	"State-gov"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
39	"Self-emp-not-inc"	"Masters"	14	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	"Columbia"
19	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
23	"Private"	"12th"	8	"Never-married"	"Adm-clerical"	"Unmarried"	"White"	"Male"	"United-States"
23	"Private"	"7th-8th"	4	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"Mexico"
52	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
33	"Self-emp-not-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
35	"Private"	"Bachelors"	13	"Never-married"	"Handlers-cleaners"	"Not-in-family"	"Asian-Pac-Islander"	"Female"	"Haiti"
58	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
61	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
39	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
59	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
41	"Private"	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
19	"Private"	"11th"	7	"Never-married"	"Transport-moving"	"Other-relative"	"White"	"Male"	"United-States"
22	"Private"	"Some-college"	10	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	"United-States"
59	"Private"	"Assoc-acdm"	12	"Widowed"	"Exec-managerial"	"Unmarried"	"White"	"Female"	"United-States"
37	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
31	"Private"	"12th"	8	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
18	"Private"	"11th"	7	"Never-married"	"Handlers-cleaners"	"Not-in-family"	"White"	"Male"	"United-States"
20	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Own-child"	"White"	"Female"	"United-States"
28	"Private"	"HS-grad"	9	"Never-married"	"Transport-moving"	"Not-in-family"	"White"	"Male"	"United-States"
28	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"United-States"
49	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
38	"Local-gov"	"HS-grad"	9	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
19	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Own-child"	"White"	"Male"	"United-States"
43	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
28	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"Black"	"Male"	"United-States"
41	"Private"	"Some-college"	10	"Divorced"	"Adm-clerical"	"Not-in-family"	"Black"	"Female"	"El-Salvador"
50	"Private"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
46	"Private"	"Bachelors"	13	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"Portugal"
20	"Private"	"Some-college"	10	"Never-married"	"Farming-fishing"	"Own-child"	"White"	"Male"	"United-States"
45	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
28	"Private"	"Some-college"	10	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
37	"Private"	"Some-college"	10	"Married-civ-spouse"	"Other-service"	"Wife"	"White"	"Female"	"United-States"
46	"Self-emp-not-inc"	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
66	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Adm-clerical"	"Wife"	"White"	"Female"	"United-States"
25	"Private"	"11th"	7	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	"United-States"
55	"Federal-gov"	"Prof-school"	15	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
48	"Local-gov"	"7th-8th"	4	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
56	"Private"	"Some-college"	10	"Widowed"	"Craft-repair"	"Unmarried"	"White"	"Female"	"United-States"
47	"Self-emp-not-inc"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
55	"Self-emp-not-inc"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
41	"State-gov"	"Assoc-acdm"	12	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
47	"Private"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
40	"Private"	"HS-grad"	9	"Never-married"	"Exec-managerial"	"Not-in-family"	"Amer-Indian-Eskimo"	"Male"	"United-States"
41	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
21	"Private"	"Some-college"	10	"Never-married"	"Sales"	"Own-child"	"Other"	"Female"	"United-States"
52	"Private"	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"United-States"
62	"Private"	"Doctorate"	16	"Divorced"	"Prof-specialty"	"Unmarried"	"White"	"Male"	"United-States"
46	"Private"	"11th"	7	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	"United-States"
35	"Self-emp-not-inc"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
29	"Private"	"HS-grad"	9	"Married-spouse-absent"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
21	"Private"	"10th"	6	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
35	"Private"	"HS-grad"	9	"Separated"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
46	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"India"
35	"Private"	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"Asian-Pac-Islander"	"Male"	"Taiwan"
34	"Private"	"Some-college"	10	"Divorced"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
21	"Private"	"Assoc-voc"	11	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"White"	"Male"	"United-States"
29	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
41	"Self-emp-inc"	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
51	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
22	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
47	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
42	"Self-emp-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
19	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"El-Salvador"
46	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
23	"Private"	"Some-college"	10	"Never-married"	"Handlers-cleaners"	"Own-child"	"Black"	"Male"	"United-States"
49	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Black"	"Male"	"United-States"
58	"Self-emp-not-inc"	"Bachelors"	13	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	"United-States"
41	"State-gov"	"Bachelors"	13	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
50	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
77	"Private"	"HS-grad"	9	"Widowed"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
27	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	"United-States"
29	"Self-emp-inc"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
54	"Private"	"Preschool"	1	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Asian-Pac-Islander"	"Male"	"India"
39	"State-gov"	"Some-college"	10	"Separated"	"Prof-specialty"	"Unmarried"	"Black"	"Female"	"United-States"
32	"Private"	"Some-college"	10	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
36	"Federal-gov"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"Asian-Pac-Islander"	"Male"	"United-States"
24	"Local-gov"	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Female"	"United-States"
50	"Self-emp-not-inc"	"Masters"	14	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
32	"Self-emp-not-inc"	"HS-grad"	9	"Divorced"	"Farming-fishing"	"Not-in-family"	"White"	"Male"	"United-States"
26	"Private"	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
38	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
47	"Private"	"Bachelors"	13	"Widowed"	"Craft-repair"	"Unmarried"	"Black"	"Female"	"United-States"
31	"Private"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
50	"Private"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
18	"Private"	"11th"	7	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	"United-States"
59	"Self-emp-inc"	"Masters"	14	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
56	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
34	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Male"	"United-States"
32	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
29	"Private"	"Bachelors"	13	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
42	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
37	"Private"	"Some-college"	10	"Divorced"	"Other-service"	"Unmarried"	"Black"	"Female"	"United-States"
36	"Private"	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
59	"Private"	"Masters"	14	"Widowed"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
32	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
52	"Local-gov"	"HS-grad"	9	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	"United-States"
29	"State-gov"	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"Asian-Pac-Islander"	"Male"	"Thailand"
39	"Private"	"Prof-school"	15	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	"United-States"
39	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"United-States"
69	"Private"	"Bachelors"	13	"Widowed"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	"United-States"
43	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Wife"	"White"	"Female"	"United-States"
39	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
19	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"United-States"
60	"Local-gov"	"Assoc-voc"	11	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
51	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"Black"	"Male"	"United-States"
75	"Private"	"Some-college"	10	"Widowed"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	"United-States"
37	"State-gov"	"Assoc-voc"	11	"Never-married"	"Prof-specialty"	"Unmarried"	"Black"	"Female"	"United-States"
20	"Private"	"11th"	7	"Never-married"	"Other-service"	"Own-child"	"Black"	"Male"	"United-States"
58	"Federal-gov"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
21	"State-gov"	"Masters"	14	"Never-married"	"Transport-moving"	"Own-child"	"White"	"Male"	"United-States"
28	"Private"	"HS-grad"	9	"Separated"	"Protective-serv"	"Other-relative"	"White"	"Male"	"United-States"
40	"Private"	"10th"	6	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
45	"Self-emp-not-inc"	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	"United-States"
40	"Self-emp-not-inc"	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
41	"Private"	"Some-college"	10	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Female"	"United-States"
58	"Private"	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Unmarried"	"White"	"Female"	"United-States"
44	"Local-gov"	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
26	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
29	"Private"	"Assoc-acdm"	12	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	"Mexico"
45	"Private"	"Masters"	14	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	"United-States"
23	"Private"	"Assoc-acdm"	12	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
39	"State-gov"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"United-States"
45	"Self-emp-not-inc"	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
51	"Local-gov"	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
22	"Private"	"HS-grad"	9	"Never-married"	"Handlers-cleaners"	"Own-child"	"White"	"Male"	"United-States"
28	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	"United-States"
23	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Unmarried"	"White"	"Female"	"United-States"
33	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"Black"	"Male"	"United-States"
37	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
19	"Private"	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	"United-States"
35	"Private"	"11th"	7	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
62	"Private"	"7th-8th"	4	"Divorced"	"Tech-support"	"Unmarried"	"White"	"Female"	"Columbia"
25	"Private"	"HS-grad"	9	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	"United-States"
21	"Private"	"HS-grad"	9	"Never-married"	"Craft-repair"	"Other-relative"	"White"	"Male"	"United-States"
32	"Private"	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	"United-States"
32	"Local-gov"	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	"United-States"
70	"Local-gov"	"HS-grad"	9	"Widowed"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	"United-States"
57	"Private"	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
31	"Private"	"Some-college"	10	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	"United-States"
37	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
34	"Private"	"HS-grad"	9	"Divorced"	"Other-service"	"Unmarried"	"White"	"Female"	"United-States"
26	"Self-emp-not-inc"	"Some-college"	10	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
44	"Private"	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
66	"Private"	"7th-8th"	4	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
39	"Local-gov"	"HS-grad"	9	"Divorced"	"Craft-repair"	"Unmarried"	"White"	"Female"	"United-States"
31	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	"United-States"
53	"Private"	"Assoc-voc"	11	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Wife"	"White"	"Female"	"United-States"
61	"Private"	"9th"	5	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
43	"Private"	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	"United-States"
38	"Private"	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	"United-States"
26	"Private"	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Male"	"Mexico"
27	"Private"	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"Amer-Indian-Eskimo"	"Male"	"United-States"
58	"Local-gov"	"9th"	5	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Female"	"United-States"
37	"State-gov"	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Unmarried"	"White"	"Female"	"Puerto-Rico"
56	"Private"	"7th-8th"	4	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	"United-States"
36	"Private"	"Some-college"	10	"Separated"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	"United-States"
29	"Private"	"HS-grad"	9	"Never-married"	"Craft-repair"	"Not-in-family"	"Black"	"Male"	"United-States"
28	"Private"	"10th"	6	"Never-married"	"Transport-moving"	"Unmarried"	"White"	"Male"	"United-States"
61	"Self-emp-not-inc"	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	"United-States"
66	"Self-emp-not-inc"	"9th"	5	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
31	"Private"	"Some-college"	10	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	"United-States"
21	"Private"	"Assoc-acdm"	12	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	"United-States"
